signal_date,net_return,ending_nav,group
20211029,0.09849086971870014,3.256151447299455,6
20211029,0.10830586175555679,4.142020687179645,7
20211029,0.09746462208580708,3.857742189460172,8
20211029,0.10231727041696592,4.488724663232469,9
20211029,0.07250544401599535,4.5284801023729315,10
20211130,0.011308290081438077,2.3037565692929913,1
20211130,-0.00820953715857764,2.252236307426864,2
20211130,0.023552704925101864,2.857087588642291,3
20211130,-0.0012453155270779614,2.939095728233746,4
20211130,0.0045190217469561755,3.288809198974582,5
20211130,0.011617101813147013,3.2939784901817584,6
20211130,-0.00863081537848176,4.106271671334746,7
20211130,0.011131245883939211,3.9006836663278994,8
20211130,0.04160716608206472,4.675487775792242,9
20211130,0.06841489044284454,4.838295572449377,10
20211231,-0.11743480709531362,2.0332153609835073,1
20211231,-0.11206674082035883,1.9998355248962554,2
20211231,-0.12126602684021615,2.5106199284331465,3
20211231,-0.10998816428686542,2.6158299844219486,4
20211231,-0.10391369157152985,2.947056894234727,5
20211231,-0.10112918484537703,2.9608611305714714,6
20211231,-0.10886728985903082,3.659233003051619,7
20211231,-0.07686846074190268,3.6008441170561922,8
20211231,-0.08032302108160083,4.299938472610515,9
20211231,-0.05502698646224491,4.572058747483866,10
20220128,0.01164998178720933,2.0569022829084393,1
20220128,0.019283851000976293,2.038400055184814,2
20220128,0.015172940031750182,2.5487134140497796,3
20220128,0.013900316314303884,2.6521908486298544,4
20220128,0.02663892313005678,3.02556331630015,5
20220128,0.007977811606453944,2.984482322864043,6
20220128,0.015939690213874647,3.7175600435406477,7
20220128,0.04115648741518996,3.7490422126438765,8
20220128,0.02626334725737367,4.412869249902026,9
20220128,0.03040329856560242,4.711064414643093,10
20220228,-0.09831884755918807,1.8546700209110185,1
20220228,-0.11466369692900635,1.8046695690370325,2
20220228,-0.1173395161463624,2.249648615249435,3
20220228,-0.12840056239622022,2.3116480520836724,4
20220228,-0.11029341177276575,2.691863615610883,5
20220228,-0.11658350611711221,2.6365409097200097,6
20220228,-0.1173521096968746,3.281296529506348,7
20220228,-0.11648552333490603,3.3123330684994006,8
20220228,-0.08734227652461068,4.027439203610132,9
20220228,-0.06362987874551218,4.4112999571770555,10
20220331,-0.1304604324808264,1.6127089678737436,1
20220331,-0.13457345186990555,1.5618089556471442,2
20220331,-0.11775300663831001,1.9847457269241033,3
20220331,-0.13194469000689724,2.0066383664464444,4
20220331,-0.15072960658010404,2.286120071862558,5
20220331,-0.1420944850908954,2.261902986732264,6
20220331,-0.1291769712331533,2.8574285821068606,7
20220331,-0.1299772040107967,2.8818052775033456,8
20220331,-0.11977600511016673,3.5450486249776385,9
20220331,-0.12152442789080686,3.8752192536263728,10
20220429,0.10873356722294414,1.7880645668430881,1
20220429,0.11893275706050055,1.7475592007440401,2
20220429,0.10051481172052124,2.1842420699789886,3
20220429,0.12413660708998986,2.2557356449137056,4
20220429,0.10955968662177318,2.5365866705155655,5
20220429,0.11403523318262021,2.5198396212607426,6
20220429,0.10960969756735928,3.170630464811922,7
20220429,0.10406002725365493,3.1816860132200704,8
20220429,0.11406212205277688,3.9494043939228667,9
20220429,0.08385788369551528,4.200186939091594,10
20220531,0.12342549272238523,2.0087573170251347,1
20220531,0.12082815362178434,1.9587135523147037,2
20220531,0.11946285839064097,2.445177871075769,3
20220531,0.1306742191195549,2.5505021388529494,4
20220531,0.1056559268322983,2.8045920861793414,5
20220531,0.1174018571567732,2.8156734725339736,6
20220531,0.08981833023438157,3.45541119895159,7
20220531,0.1118401760678327,3.5375263371311636,8
20220531,0.10604589968024913,4.368222536077546,9
20220531,0.0922652820867167,4.587718371843823,10
